,Handle,Title,Type,description,craft,fabric,color,Product Types,Description
441,isha-kurta-set-mustard,Isha Kurta Set,Kurta Set,This is a mustard raw silk short kurta paired with a pair of straight pants and an inetresting dupatta. All finely embroidered with silk threads and zari.,"Zari Work, Thread Embroidery",Raw Silk,Yellow,Kurta Set,"The dress is a mustard yellow salwar kameez suit with a round neckline, long sleeves, and straight-leg pants, featuring intricate floral embroidery in white, red, and green around the neckline, cuffs, and hem of the kameez and on the pants, complemented by a matching dupatta with similar embroidery and a red border.
"
442,chetal-anarkali-set-wine,Chetal Anarkali Set,Anarkali Set,This is a wine tussar georgette short anarkali kurta with a matching salwar and a mustard silk dupatta. All finely embroidered with silk threads and zari.,"Zari Work, Thread Embroidery","Tussar, Georgette, Silk",Purple,Anarkali Set,"The dress is a maroon-colored kurta and pants set with intricate floral embroidery in silver and blue on the kurta's upper portion, the kurta has a round neckline and a scalloped hemline with gold trim, the pants are straight-legged with similar embroidery along the hem.
"
443,chetal-anarkali-set-green,Chetal Anarkali Set,Anarkali Set,This is a green tussar georgette short anarkali kurta with a matching salwar and a beige silk dupatta. All finely embroidered with silk threads and zari.,"Zari Work, Thread Embroidery","Tussar, Georgette, Silk","Green, Beige",Anarkali Set,
444,kavya-kurta-set-red,Kavya Kurta Set,Kurta Set,This is a red silk kalidar kurta with a pair of matching pants and a contrasting beige colour silk dupatta. All finely embroidered with silk threads and zari.,Zari Work,Silk,"Red, Beige",Kurta Set,"The dress is a red A-line kurta with a V-neckline, three-quarter sleeves with decorative cuffs, and gold floral embroidery scattered on the front, paired with matching red pants featuring similar embroidery at the hem.
"
445,kavya-kurta-set-beige,Kavya Kurta Set,Kurta Set,This is a beige silk kalidar kurta with a pair of matching pants and a contrasting wine colour silk dupatta. All finely embroidered with silk threads and zari.,Zari Work,Silk,"Beige, Purple",Kurta Set,
446,gamini-kurta-set-blue,Gamini Kurta Set,Kurta Set,This is a blue silk Pakistani kurta with a pair of mustard pants and a silk dupatta. All finely embroidered with silk threads.,Thread Embroidery,Silk,"Blue, Yellow",Kurta Set,"The dress is a navy blue kurta with a V-neckline, long sleeves, and side slits, adorned with intricate floral embroidery in shades of pink, yellow, and white, and it includes a matching sheer dupatta with a pink and orange patterned border.
"
447,gamini-kurta-set-mustard,Gamini Kurta Set,Kurta Set,This is a mustard silk Pakistani kurta with a pair of wine pants and a silk dupatta. All finely embroidered with silk threads.,Thread Embroidery,Silk,"Yellow, Purple",Kurta Set,"The dress is a mustard yellow kurta with a V-neckline and long sleeves, adorned with delicate floral embroidery in gold, red, and green hues scattered across the front and near the hem, paired with a sheer, deep red dupatta featuring similar floral embroidery and a zigzag patterned border in gold and red.
"
448,bhaumi-kurta-set-beige,Bhaumi Kurta Set,Kurta Set,This is a beige tussar georgette six kali short kurta with a pair of blue Pakistani salwar and a matching silk dupatta. All finely embroidered with silk threads.,Thread Embroidery,"Tussar, Georgette, Silk","Beige, Blue",Kurta Set,"The dress is a light brown kurta with three-quarter sleeves, featuring intricate floral embroidery in shades of pink, yellow, and blue around the neckline and on the sleeves, complemented by a dark blue salwar with small pink dot accents and a border of yellow and dark blue patches adorned with pink floral motifs, and a light brown dupatta with a dark blue and yellow border embellished with pink dots.
"
449,bhaumi-kurta-set-wine,Bhaumi Kurta Set,Kurta Set,This is a wine tussar georgette six kali short kurta with a pair of beige Pakistani salwar and a matching silk dupatta. All finely embroidered with silk threads.,Thread Embroidery,"Tussar, Georgette, Silk","Purple, Beige",Kurta Set,"The dress is a maroon kurta with a yellow trim around the neckline, featuring floral embroidery on the chest and sleeves, paired with beige salwar pants and a maroon dupatta with green and beige patterned borders.
"
450,yashi-kurta-set-green,Yashi Kurta Set,Kurta Set,This is a green raw silk six kali kurta with a pair of wine pants and a silk dupatta. All finely embroidered with silk threads.,Zari Work,"Raw Silk, Silk","Green, Purple",Kurta Set,"The dress is a green salwar kameez with a round neckline, long sleeves, and a straight cut, featuring intricate embroidery details in gold, pink, and yellow around the neckline, sleeves, and scattered throughout the kameez, complemented by a matching green dupatta with similar embroidery and a pink zigzag border.
"
451,yashi-kurta-set-mustard,Yashi Kurta Set,Kurta Set,This is a mustard raw silk six kali kurta with a pair of pants and a contrast colour silk dupatta. All finely embroidered with silk threads.,Zari Work,"Raw Silk, Silk",Yellow,Kurta Set,"The dress is a mustard-yellow, long-sleeved kurta with a round neckline, featuring intricate embroidery details around the neckline, yoke, sleeves, and scattered throughout the body, paired with matching wide-legged pants that also have embroidery at the hem.
"
452,amaal-saree-set-ivory,Amaal Saree Set,Saree Set,This off-white georgette saree has been accentuated with Parsi gara embroidery. It comes with an elegant georgette blouse.,"Gara Embroidery, Swarovski","Georgette, Silk",White,Saree Set,"The dress is an off-white saree with a sleeveless blouse, featuring delicate floral embroidery scattered throughout the fabric and an ornate, shimmering border with intricate detailing.
"
453,shunum-lehenga-set-ivory,Shunum Lehenga Set,Lehenga Set,This off-white raw silk lehenga and blouse set has been beautifully adorned with Parsi gara embroidery. It comes with an embroidered light pink organza dupatta.,"Gara Embroidery, Sequin Embroidery, Zari Work","Raw Silk, Organza","White, Pink",Lehenga Set,"The dress is a white lehenga with floral patterns in shades of pink, brown, and green, featuring a detailed border with geometric patterns and tassel accents.
"
454,rumeha-lehenga-set-blue,Rumeha Lehenga Set,Lehenga Set,This blue raw silk lehenga and blouse set has beautiful parsi gara embroidery jaal. It comes with an embroidered peach organza dupatta.,"Gara Embroidery, Zari Work, Sequin Embroidery, Dabka Work, Pearl Work","Raw Silk, Organza","Blue, Peach",Lehenga Set,"The dress is a light blue lehenga choli with intricate floral embroidery in shades of pink, green, and gold, the choli is a short-sleeved, cropped top with a round neckline, and the lehenga is a full, flowing skirt with a heavily embroidered border, a light pink dupatta with embroidered edges is draped over the shoulder.
"
455,aaina-sharara-set-green,Aaina Sharara Set,Sharara Set,This green georgette kurta and organza sharara set has been beautifully accentated with Parsi gara embroidery. It comes with an embroidered silver tissue dupatta.,"Gara Embroidery, Sequin Embroidery, Zari Work, Gota Patti","Georgette, Silk, Tissue, Organza","Green, Silver",Sharara Set,"The dress is a light green, heavily embroidered traditional Indian outfit with floral patterns in pink and white, featuring a tiered skirt with alternating green and white striped fabric, and embellished with tassels and decorative borders.
"
456,azalea-lehenga-set-peach-pink,Azalea Lehenga Set,Lehenga Set,This peach pink organza lehenga and blouse set has been beautifully adorned with floral embroidery. It comes with an embroidered tulle dupatta.,"Sequin Embroidery, Pearl Work","Organza, Silk, Tulle","Peach, Pink",Lehenga Set,"The dress is a light pink lehenga with intricate floral embroidery and sequin embellishments throughout the skirt and blouse, paired with a sheer dupatta featuring delicate embroidery and a matching border.
"
457,arzoo-saree-set-blue,Arzoo Saree Set,Saree Set,This blue organza saree and blouse set has been beautifully accentuated with Parsi gara embroidery.,"Gara Embroidery, Sequin Embroidery","Organza, Silk",Blue,Saree Set,"The dress is a light blue saree with intricate white and gold floral embroidery throughout, featuring a sleeveless blouse with a V-neckline and a heavily embroidered border with geometric patterns.
"
458,fardaa-saree-set-yellow,Fardaa Saree Set,Saree Set,This yellow georgette saree with blue organza blouse set has been beautifully accentuated with Parsi gara embroidery.,Gara Embroidery,"Georgette, Silk, Organza","Yellow, Blue",Saree Set,"The dress is a yellow saree with a silver and light blue border, adorned with small, scattered embellishments throughout the fabric.
"
459,zinnia-saree-set-ivory,Zinnia Saree Set,Saree Set,This off-white organza saree and blouse have been embellished with Parsi gara embroidery floral jaal.,"Gara Embroidery, Sequin Embroidery","Organza, Silk",White,Saree Set,"The dress is a light-colored saree with intricate blue and white floral embroidery, embellished with small, sparkling accents throughout, and features a decorative silver border.
"
460,rabi-saree-set-pink,Rabi Saree Set,Saree Set,This pink georgette saree and organza blouse have been adorned with beautiful Parsi gara embroidery and pearls.,"Gara Embroidery, Pearl Work, Sequin Embroidery","Georgette, Silk, Organza",Pink,Saree Set,
461,zunira-saree-set-blue,Zunira Saree Set,Saree Set,This blue georgette saree has beautiful Parsi gara jaal embroidery. It comes with an embroidered raw silk blouse.,"Gara Embroidery, Zari Work, Dabka Work, Sequin Embroidery","Georgette, Silk, Raw Silk",Blue,Saree Set,"The dress is a light blue saree with intricate floral embroidery in shades of pink, white, and green, featuring a satin border with a thin white trim.
"
462,jauhara-anarkali-set-ivory,Jauhara Anarkali Set,Anarkali Set,This off-white organza anarkali set has been adorned with Parsi gara embroidery. It comes with a chiffon mukaish dupatta.,"Gara Embroidery, Zari Work, Dabka Work, Sequin Embroidery, Mukaish Work","Organza, Silk, Chiffon","White, Beige",Anarkali Set,"The dress is a light, possibly white or off-white, Anarkali-style kurta with a mandarin collar and a V-neck slit, featuring intricate gold-toned embroidery around the neckline, sleeves, and hem, with scattered small embroidered motifs throughout the upper portion of the dress, and a flared skirt with pleats and a detailed embroidered border.
"
